FilePath,DebugSize,ImageVersion,IatRVA,ExportSize,ResourceSize,VirtualSize2,NumberOfSections,CheckSum,DLLCharacteristics,SizeOfInitializedData,SizeOfStackReserve,Label
NETFXSBS10.exe,28,8.0,69004,0,1588,11464,4,100599,33088,12800,1048576,clean
netiougc.exe,28,6.1,20484,0,2080,1104,4,79777,33088,6656,262144,clean
Netplwiz.exe,28,6.1,7460,0,18064,928,4,86014,33088,20480,262144,clean
NetProj.exe,28,6.1,7556,0,82104,928,4,151901,33088,84480,262144,clean
netsetup.exe,28,5.1,35504,0,292624,7140,3,358681,32768,293888,262144,clean
netsh.exe,56,6.1,38700,645,2016,56664,4,101292,33088,61440,1048576,clean
NETSTAT.EXE,28,6.1,20580,0,2096,3796,4,41431,33088,8192,262144,clean
newdev.exe,28,6.1,11988,0,61936,1068,4,141988,33088,66560,262144,clean
nfsadmin.exe,28,6.1,39972,0,1888,24672,4,64472,33088,31744,262144,clean
nfsclnt.exe,28,6.1,45340,0,2048,7184,4,72370,33088,13824,262144,clean
ngen.exe,84,10.0,119380,0,1612,2508,5,168836,33088,14848,1048576,clean
nltest.exe,28,6.1,247244,0,2096,95420,4,338665,33088,116736,262144,clean
notepad++.exe,56,1.0,1378412,0,541656,318312,5,0,33088,990208,1048576,clean
notepad.exe,56,6.1,41032,0,127328,8548,4,235329,33088,140288,262144,clean
nslookup.exe,28,6.1,62212,0,3336,44392,4,110763,33088,54784,262144,clean
ntbackup.exe,28,5.1,887760,0,286224,76920,3,1220621,32768,364032,262144,clean
ntfsinfo.exe,0,0.0,8428,0,0,1398,3,157488,0,110592,1048576,clean
ntkd.exe,28,6.3,86540,0,2432,26476,6,151176,49472,37888,262144,clean
ntkrnlpa.exe,56,6.1,3942728,70331,214288,2233,22,4034867,0,787456,262144,clean
ntoskrnl.exe,56,6.1,3885896,70331,214288,2233,22,3978056,0,778240,262144,clean
ntprint.exe,28,6.1,7924,0,53832,928,4,94676,33088,56320,262144,clean
ntsd.exe,28,6.3,90652,0,3360,26748,6,125634,49472,39936,262144,clean
ntvdm.exe,28,6.1,451476,3584,8584,280716,4,577712,33088,324096,262144,clean
nwscript.exe,28,5.1,107648,0,13224,17340,3,143498,32768,30720,262144,clean
ocsetup.exe,28,6.1,174868,0,4312,1296,4,262534,33088,24064,262144,clean
odbcad32.exe,28,6.1,8508,0,62384,892,4,107802,33088,73728,262144,clean
odbcconf.exe,28,6.1,18156,0,2072,960,4,41200,33088,12288,262144,clean
oobeldr.exe,28,6.1,46380,0,4288,1172,4,59522,33088,10240,262144,clean
openfiles.exe,28,6.1,55508,0,2088,4232,4,86995,33088,10240,262144,clean
openssl.exe,28,0.0,313764,78,692,81358,5,389948,33088,111104,1048576,clean
OptionalFeatures.exe,28,6.1,7476,0,88928,928,4,125109,33088,91648,262144,clean
osk.exe,28,6.1,146356,0,478904,5888,4,653184,33088,498688,262144,clean
osuninst.exe,28,5.1,6288,0,34888,40,3,44774,32768,35840,262144,clean
p2phost.exe,28,6.1,80520,0,57280,3460,4,168131,33088,68608,262144,clean
packager.exe,28,5.1,46048,0,11320,4716,3,76703,32768,16896,262144,clean
pagedfrg.exe,28,0.0,42528,0,41800,4446,4,269152,0,315392,1048576,clean
PartitionWizard.exe,28,0.0,7004160,0,357804,1835922,7,7527994,33088,5088768,1048576,clean
PATHPING.EXE,28,6.1,10956,0,2104,40612,4,31533,33088,44544,262144,clean
pcalua.exe,28,6.1,6836,0,2032,896,4,43860,33088,3584,262144,clean
pcaui.exe,28,6.1,12868,0,2128,976,4,51951,33088,4608,262144,clean
pcawrk.exe,28,6.1,7668,0,2056,904,4,58522,33088,4096,262144,clean
pcwrun.exe,28,6.1,9148,0,2624,896,4,63828,33088,5120,262144,clean
pdbcopy.exe,28,10.0,614652,0,1516,76034,5,810510,33088,194560,1048576,clean
pdbstr.exe,28,6.3,545276,0,2448,8512,5,597101,49472,40448,262144,clean
PDIALOG.exe,28,6.1,17076,0,28120,2452,4,95942,33088,34304,262144,clean
PDMSetup.exe,28,6.3,66120,0,1832,11084,5,71277,33088,23040,262144,clean
pendmoves.exe,28,0.0,121684,0,1292,21966,4,179259,32768,27648,1048576,clean
pentnt.exe,28,5.1,6664,0,9808,68,3,52099,32768,10752,262144,clean
perfmon.exe,28,6.1,51892,0,97792,1880,4,216491,33088,104960,262144,clean
PEVerify.exe,56,10.0,319976,0,2068,145572,5,249078,33088,31232,1048576,clean
PING.EXE,28,6.1,12468,0,2072,5792,4,31673,33088,9728,262144,clean
ping6.exe,28,5.1,28064,0,4320,12536,3,87465,32768,17408,262144,clean
pintool.exe,28,6.0,69844,0,9520,12220,3,117884,32768,22016,262144,clean
pipanel.exe,28,6.1,6468,0,1016,888,4,29444,33088,2560,262144,clean
pipelist.exe,0,0.0,29940,0,0,2798,3,156487,0,122880,1048576,clean
PkgMgr.exe,28,6.1,184036,0,5208,2304,4,258188,33088,27648,262144,clean
plasrv.exe,28,6.1,6812,0,1776,888,4,29087,33088,3584,262144,clean
plmdebug.exe,28,6.3,20668,0,1024,880,5,40290,49472,4608,262144,clean
PnPUnattend.exe,28,6.1,51668,0,2056,2192,4,110951,33088,10752,262144,clean
PnPutil.exe,28,6.1,27140,0,2120,1780,4,65320,33088,8192,262144,clean
poqexec.exe,28,6.1,115672,0,2064,4520,4,144933,1344,12800,262144,clean
portmon.exe,28,0.0,215580,0,202912,17048,4,485761,32768,244224,1048576,clean
posix.exe,28,6.1,50284,0,18832,271988,4,99978,33088,297984,262144,clean
PostMig.exe,28,6.1,339676,0,229464,17964,4,659460,33088,287232,262144,clean
powercfg.exe,28,6.1,51288,0,2072,3200,4,99365,33088,9728,262144,clean
powershell.exe,28,6.1,37668,0,409992,2272,4,487740,33088,417280,262144,clean
powershell_ise.exe,28,0.0,38940,0,161460,161460,3,244783,34112,167936,1048576,clean
PresentationFontCache.exe,28,0.0,29724,0,1136,1136,3,82589,1344,8192,1048576,clean
PresentationHost.exe,28,9.0,114708,0,159276,12540,4,312725,33088,172544,1048576,clean
PresentationSettings.exe,28,6.1,56580,0,109016,1600,4,222042,33088,114176,262144,clean
prevhost.exe,28,6.1,27516,0,2280,1684,4,57617,33088,6144,262144,clean
print.exe,28,6.1,9652,0,1992,896,4,53697,33088,4096,262144,clean
PrintBrm.exe,28,6.1,15908,210,2088,5168,4,47636,33088,10752,262144,clean
PrintBrmEngine.exe,28,6.1,179380,216,29144,7484,4,225492,33088,44032,262144,clean
PrintBrmUi.exe,28,6.1,36524,212,24640,1152,4,99440,33088,30208,262144,clean
printfilterpipelinesvc.exe,28,6.1,402284,0,3920,5820,4,482020,33088,46080,262144,clean
PrintIsolationHost.exe,28,6.1,13976,0,1056,1276,4,21768,33088,5120,262144,clean
printui.exe,28,6.1,6996,0,53984,888,4,75949,33088,56320,262144,clean
procdump.exe,56,0.0,233132,0,289136,81482,5,582675,33088,400896,1048576,clean
procexp.exe,28,0.0,859780,0,1549160,154500,5,2544422,33088,1788928,1048576,clean
Procmon.exe,56,0.0,722836,0,1268276,158612,5,2080128,33088,1470464,1048576,clean
progman.exe,28,5.1,4900,0,106400,36,3,120457,32768,107008,262144,clean
proquota.exe,28,6.1,19836,0,5760,1240,4,55522,33088,9728,262144,clean
proxycfg.exe,28,5.1,16384,0,3464,32,5,43536,32768,5632,262144,clean
PsExec.exe,28,0.0,190436,0,191216,35496,4,412579,32768,236032,1048576,clean
psfile.exe,0,0.0,80508,0,1092,21764,4,148482,0,36864,1048576,clean
PsGetsid.exe,28,0.0,154228,0,167172,27264,4,356498,32768,199680,1048576,clean
PsInfo.exe,28,0.0,212452,0,165812,40640,4,436451,32768,212480,1048576,clean
pskill.exe,28,0.0,145604,0,312616,26502,4,504226,32768,344064,1048576,clean
pslist.exe,28,0.0,214580,0,1300,34276,4,274725,32768,44032,1048576,clean
PsLoggedon.exe,28,0.0,172068,0,1332,28660,4,241097,32768,34816,1048576,clean
psloglist.exe,28,0.0,164932,0,1352,29842,4,180666,32768,36352,1048576,clean
pspasswd.exe,28,0.0,160260,0,1348,28878,4,217584,32768,35328,1048576,clean
psping.exe,56,0.0,180012,0,1416,48282,5,241098,33088,100352,1048576,clean
psr.exe,28,6.1,186208,0,484416,28876,4,722346,33088,526848,4194304,clean
PsService.exe,28,0.0,158372,0,1376,31410,4,174456,32768,38912,1048576,clean
psshutdown.exe,0,0.0,96884,0,89012,26376,4,251352,0,126976,1048576,clean
pssuspend.exe,0,0.0,80516,0,84768,22166,4,240312,0,118784,1048576,clean
psxrun.exe,28,6.1,19916,0,18848,4228,4,69772,33088,25600,262144,clean
psxss.exe,28,6.1,456532,0,17232,168256,4,671455,33088,217088,262144,clean
PurblePlace.exe,28,6.1,797812,0,197992,60364,4,1138485,33088,301568,262144,clean
PushPrinterConnections.exe,28,6.1,41868,0,4984,1880,4,110818,33088,10752,262144,clean
pvk2pfx.exe,28,6.3,25240,0,3848,1536,6,58897,49504,9728,524288,clean
pwfree9.exe,0,6.0,122880,0,413480,3048,8,31991533,32768,421888,1048576,clean
pxhpinst.exe,0,0.0,38840,0,1620,4576,4,72229,0,28672,1048576,clean
qappsrv.exe,28,6.1,17476,0,2112,6420,4,47385,33088,10752,262144,clean
qprocess.exe,28,6.1,20996,0,2048,6868,4,25974,33088,10752,262144,clean
query.exe,28,6.1,12036,0,2040,5524,4,51169,33088,8704,262144,clean
quser.exe,28,6.1,19124,0,2024,6868,4,82992,33088,10752,262144,clean
qwinsta.exe,28,6.1,22388,0,2040,22292,4,87460,33088,26624,262144,clean
RAMMap.exe,56,0.0,216652,0,314536,54258,5,609552,33088,400384,1048576,clean
Rar.exe,28,0.0,328796,0,28744,21190,5,381797,33088,138752,1048576,clean
RarExtLoader.exe,28,0.0,122880,0,0,14571,4,0,32768,26112,1048576,clean
rasautou.exe,28,6.1,11988,0,2400,1552,4,27644,33088,6656,262144,clean
rasdial.exe,28,6.1,69468,0,2080,4312,4,117045,33088,8704,262144,clean
raserver.exe,28,6.1,78076,0,14016,1764,4,137988,33088,23552,262144,clean
rasphone.exe,28,6.1,41380,0,2416,2356,4,102019,33088,10752,262144,clean
rcimlby.exe,28,5.1,16476,0,19816,1028,3,73505,32768,21504,262144,clean
rcp.exe,28,5.1,12228,0,9736,1428,3,72483,32768,11776,262144,clean
rdpclip.exe,28,6.1,156020,0,2040,10608,4,207555,33088,25600,262144,clean
rdpinit.exe,28,6.1,140868,0,2072,13852,4,194965,33088,28160,262144,clean
rdpshell.exe,28,6.1,233412,0,2296,13724,4,290231,33088,32768,262144,clean
rdpsign.exe,28,6.1,49140,0,1360,4460,4,116519,33088,12288,262144,clean
rdrleakdiag.exe,28,6.1,27868,0,4680,3416,4,37087,33088,11264,262144,clean
rdsaddin.exe,28,5.1,12548,0,1056,208,3,46495,32768,2048,262144,clean
rdshost.exe,28,5.1,53308,0,12448,656,3,86129,32768,13824,262144,clean
RDVGHelper.exe,28,6.1,71524,0,1528,2152,4,134321,33088,10752,262144,clean
ReAgentc.exe,28,6.1,15748,0,2088,4212,4,40831,33088,10240,262144,clean
recdisc.exe,28,6.1,128564,0,67376,3604,4,261688,33088,80896,262144,clean
recover.exe,28,6.1,8476,0,2024,888,4,75373,33088,4096,262144,clean
reg.exe,56,6.1,56544,0,2016,263900,4,118051,33088,268800,262144,clean
RegAsm.exe,28,0.0,53496,0,1592,1592,3,105327,34144,2560,1048576,clean
RegDelNull.exe,0,0.0,34176,0,1096,3474,4,202109,0,126976,1048576,clean
regedit.exe,56,6.1,107876,0,13448,266992,4,425336,33088,288256,262144,clean
regedt32.exe,28,6.1,6876,0,2680,888,4,26144,33088,4608,262144,clean
regini.exe,28,6.1,37404,0,1744,4905,4,58349,33088,10240,262144,clean
RegisterIEPKEYs.exe,28,6.3,66136,0,2040,11088,5,103733,33088,23040,262144,clean
RegisterMCEApp.exe,28,0.0,13276,0,86712,86712,3,123027,34112,94208,1048576,clean
regjump.exe,0,0.0,88852,0,1336,29934,4,106146,33024,44544,1048576,clean
RegSvcs.exe,28,0.0,33860,0,1592,1592,3,90909,34144,2560,1048576,clean
regsvr32.exe,28,6.1,11564,0,2384,1880,4,70203,32832,5632,262144,clean
regtlibv12.exe,56,10.0,61440,0,1792,12164,5,81204,33088,23552,1048576,clean
regwiz.exe,28,5.1,5028,0,1040,548,3,8400,32768,2560,262144,clean
rekeywiz.exe,28,6.1,32068,0,25120,1032,4,93736,33088,29184,262144,clean
relog.exe,28,6.1,31300,0,2056,2000,4,39932,33088,7168,262144,clean
RelPost.exe,28,6.1,75988,0,71608,18440,4,214676,33088,110080,262144,clean
remote.exe,28,6.3,49744,0,3728,8108,5,105680,49472,19456,262144,clean
repair-bde.exe,28,6.1,50732,0,2136,2212,4,111782,33088,8192,262144,clean
replace.exe,28,6.1,12476,0,2024,936,4,61639,33088,4096,262144,clean
reset.exe,28,6.1,12036,0,2080,5524,4,69590,33088,9216,262144,clean
ResGen.exe,28,0.0,81824,0,1592,1592,3,148919,34144,2560,1048576,clean
resmon.exe,28,6.1,6740,0,96920,888,4,108622,33088,99328,262144,clean
rexec.exe,28,5.1,8944,0,5376,524,3,53777,32768,6656,262144,clean
RMActivate.exe,56,21315.20512,269176,0,2240,42372,4,383356,33088,52736,262144,clean
RMActivate_isv.exe,56,21315.20512,274184,0,2240,42340,4,379417,33088,52736,262144,clean
RMActivate_ssp.exe,56,21315.20512,228840,0,2240,42200,4,339430,33088,51712,262144,clean
RMActivate_ssp_isv.exe,56,21315.20512,226712,0,2320,42280,4,326098,33088,51712,262144,clean
RmClient.exe,28,6.1,11940,0,2088,1448,4,76456,33088,5120,262144,clean
rmlogotest.exe,28,6.3,16548,0,1776,880,5,12813,49472,5120,262144,clean
Robocopy.exe,28,6.1,86700,0,1696,401984,4,120062,33088,412672,262144,clean
RootkitRevealer.exe,28,0.0,156336,0,27088,15396,5,365898,0,204800,1048576,clean
ROUTE.EXE,28,6.1,14948,0,2072,1132,4,70833,33088,5120,262144,clean
routemon.exe,28,5.1,22276,0,2224,4504,3,71597,32768,7168,262144,clean
rpcinfo.exe,28,6.1,40444,0,2184,13792,4,49544,33088,19968,262144,clean
RpcPing.exe,28,6.1,30356,0,2016,1444,4,89808,33088,5632,262144,clean
rpctool.exe,28,0.0,85348,0,0,9100,4,146296,33088,27648,1048576,clean
rqc.exe,28,6.1,21292,0,2088,1720,4,59369,33088,6656,262144,clean
rrinstaller.exe,28,6.1,43580,0,2160,1276,4,109885,33088,7168,262144,clean
rsh.exe,28,5.1,9060,0,6224,620,3,52039,32768,7680,262144,clean
rsm.exe,28,5.1,23896,0,25824,32,3,90853,32768,26624,262144,clean
rsmsink.exe,28,5.1,16060,0,9040,1588,3,69968,32768,11264,262144,clean
rsmui.exe,28,5.1,29332,0,18184,6868,3,103423,32768,25600,262144,clean
rsnotify.exe,28,5.1,29712,0,76008,1700,3,166732,32768,78336,262144,clean
rsopprov.exe,28,5.1,58412,0,2616,1232,3,126914,32768,4608,262144,clean
rstrui.exe,28,6.1,144164,0,106728,2204,4,299591,33088,116736,262144,clean
rsvp.exe,28,5.1,127236,0,976,142292,3,154137,32768,143360,262144,clean
rtcshare.exe,28,5.1,24532,0,52208,772,3,134019,32768,53248,262144,clean
rtlist.exe,28,6.3,20636,0,2488,5896,5,60977,49472,10240,262144,clean
ru.exe,0,0.0,94676,0,1344,31542,4,131563,33024,46592,1048576,clean
runas.exe,28,6.1,14084,0,2008,1248,4,36093,33088,4608,262144,clean
rundll32.exe,56,6.1,16556,0,26464,952,4,72946,32832,28672,262144,clean
RunLegacyCPLElevated.exe,28,6.1,8692,0,49136,896,4,91723,33088,51200,262144,clean
runonce.exe,28,6.1,43364,0,3448,1396,4,99606,33088,7680,262144,clean
rwinsta.exe,28,6.1,17444,0,2040,6356,4,44388,33088,10240,262144,clean
sapisvr.exe,28,6.1,42996,0,2104,6432,4,87715,33088,12800,262144,clean
savedump.exe,28,5.1,11124,0,2312,84,3,69799,32768,3072,262144,clean
SBEServer.exe,28,6.1,8503580,1184,26560,374172,4,9644617,33088,1287168,262144,clean
sbunattend.exe,28,6.1,9692,0,2296,1528,4,27018,33088,5120,262144,clean
sc.exe,28,6.1,32548,0,2080,2964,4,85389,33088,7680,262144,clean
scardsvr.exe,28,5.1,76956,0,18656,508,3,156569,32768,19456,262144,clean
schtasks.exe,28,6.1,141312,0,2160,25468,4,240844,33088,36352,262144,clean
scrcons.exe,28,6.1,33644,0,2064,1368,4,101874,33088,8192,262144,clean
sdbinst.exe,28,6.1,17556,0,2376,2472,4,21435,33088,6144,262144,clean
sdchange.exe,28,6.1,32808,0,4864,1492,4,64089,33088,9216,262144,clean
sdclt.exe,28,6.1,466060,0,628336,10928,4,1178081,33088,661504,262144,clean
sdelete.exe,28,0.0,145476,0,1240,25470,4,167778,32768,31232,1048576,clean
sdiagnhost.exe,28,6.1,15660,0,4600,1040,4,48654,33088,7680,262144,clean
sdksetup.exe,28,0.0,308108,0,251676,11900,6,1038055,33088,273408,1048576,clean
SearchFilterHost.exe,56,6.1,76316,0,1784,1480,4,138995,33088,8704,262144,clean
SearchIndexer.exe,56,6.1,295808,0,102152,7464,4,478682,33088,128512,262144,clean
SearchProtocolHost.exe,56,6.1,148636,0,1056,2606,4,194891,33088,13312,262144,clean
SecAnnotate.exe,28,0.0,1254328,0,1632,1632,3,1272907,34144,2560,1048576,clean
SecEdit.exe,28,6.1,16524,0,17480,904,4,38539,33088,19968,262144,clean
secinit.exe,28,6.1,12340,0,1984,896,4,58428,33088,4096,262144,clean
ServiceModelReg.exe,56,10.0,192512,0,1636,13332,5,256215,33088,31232,1048576,clean
services.exe,56,6.1,213288,0,19104,3932,4,267302,33088,38400,262144,clean
sessionlistenserver.exe,28,0.0,17720,0,2200,2200,3,74247,34112,3072,1048576,clean
sessmgr.exe,28,5.1,121540,0,16224,4109,3,146068,32768,20992,262144,clean
sethc.exe,28,6.1,54780,0,205168,1888,4,307505,33088,210944,262144,clean
SetIEInstalledDate.exe,28,6.3,70244,0,2080,11088,5,127010,33088,23552,262144,clean
setspn.exe,28,6.1,26868,0,2088,4060,4,96476,33088,8704,262144,clean
setup.exe,28,5.1,20944,0,2280,2104,3,40963,32768,5120,1572864,clean
setupn.exe,28,5.1,20948,0,2008,5812,3,75614,32768,12288,262144,clean
setx.exe,28,6.1,40908,0,2056,1208,4,102007,33088,6144,262144,clean
sfc.exe,28,6.1,30380,0,2064,2220,4,47881,33088,7168,262144,clean
sgen.exe,28,0.0,46220,0,12232,12232,3,116580,34144,12800,1048576,clean
shadow.exe,28,6.1,17060,0,2072,6356,4,70135,33088,10752,262144,clean
ShapeCollector.exe,28,6.1,190064,0,379784,5556,4,665506,33088,399872,262144,clean
ShareEnum.exe,28,0.0,106952,0,20192,13918,4,305536,0,163840,1048576,clean
ShellRunas.exe,28,0.0,73060,0,6656,23258,4,119154,0,45056,1048576,clean
shmgrate.exe,28,5.1,38616,0,1152,18780,3,77486,32768,20480,262144,clean
showmount.exe,28,6.1,27908,0,2184,6832,4,72254,33088,12288,262144,clean
shrpubw.exe,28,6.1,36164,0,349680,1844,4,422430,33088,355840,262144,clean
shutdown.exe,28,6.1,25348,0,2080,3872,4,96156,33088,8704,262144,clean
shvlzm.exe,28,6.1,14316,0,77352,1548,4,114848,33088,81408,262144,clean
sidebar.exe,56,6.1,603844,89,517168,12360,4,1201172,33088,561152,262144,clean
sigcheck.exe,0,0.0,263900,0,1632,75682,4,303514,33024,115712,1048576,clean
signtool.exe,28,6.3,313136,0,59936,20520,6,386511,49504,99328,524288,clean
sigverif.exe,28,6.1,30468,0,32600,3112,4,75722,33088,38912,262144,clean
skeys.exe,28,5.1,22660,0,1008,5748,3,28148,32768,7168,262144,clean
slui.exe,28,6.1,83012,0,234608,2192,4,381759,33088,243200,262144,clean
smbinst.exe,28,5.1,7664,0,1032,84,3,37043,32768,2048,262144,clean
SMConfigInstaller.exe,28,8.0,155196,0,1616,11932,4,226667,33088,24064,1048576,clean
smi2smir.exe,28,6.1,224780,0,2040,19268,4,316244,33088,36864,262144,clean
smlogsvc.exe,28,5.1,68424,0,18160,9108,3,123464,32768,27648,262144,clean
smss.exe,28,6.1,60344,0,2032,3100,4,130015,320,9728,262144,clean
SMSvcHost.exe,28,0.0,128772,0,1632,1632,3,199542,34144,2560,1048576,clean
sn.exe,56,10.0,205440,0,1796,17220,5,277135,33088,33280,1048576,clean
sndrec32.exe,28,5.1,84564,0,40808,6904,3,182182,32768,48128,262144,clean
SndVol.exe,28,6.1,230284,0,66880,4776,4,323029,33088,81920,262144,clean
sndvol32.exe,28,5.1,54908,0,80848,4532,3,166915,32768,85504,262144,clean
